transientid,ML_PROB
59146.558966250996_DM_245.29_beam_0I_frbid.hdf5,1.0
59146.559177321105_DM_244.99_beam_169C_frbid.hdf5,1.0
59146.55917732821_DM_244.68_beam_356C_frbid.hdf5,1.0
59146.5592279629_DM_244.99_beam_54C_frbid.hdf5,1.0
59146.5595909547_DM_245.91_beam_70C_frbid.hdf5,1.0
59146.5601204856_DM_244.68_beam_108C_frbid.hdf5,1.0
59146.5607474808_DM_245.60_beam_0I_frbid.hdf5,1.0
59146.5626167278_DM_402.01_beam_0C_frbid.hdf5,1.0
59146.562669813495_DM_400.70_beam_0C_frbid.hdf5,1.0
59146.5628139958_DM_401.35_beam_0C_frbid.hdf5,1.0
59146.5628443223_DM_402.01_beam_0C_frbid.hdf5,1.0
59146.5630264022_DM_402.01_beam_0C_frbid.hdf5,1.0
59146.5630947008_DM_401.35_beam_0C_frbid.hdf5,1.0
59146.56340576059_DM_401.35_beam_0I_frbid.hdf5,1.0
59146.5654882734_DM_503.07_beam_0C_frbid.hdf5,1.0
59146.565550620704_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.565620794296_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.5656675531_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.5657143296_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.5657611096_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.5658157088_DM_503.07_beam_0C_frbid.hdf5,1.0
59146.565862456904_DM_504.37_beam_0C_frbid.hdf5,1.0
59146.5659014249_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.5659794034_DM_503.07_beam_0C_frbid.hdf5,1.0
59146.5660885485_DM_503.07_beam_0C_frbid.hdf5,1.0
59146.566135321504_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.566197693704_DM_503.07_beam_0C_frbid.hdf5,1.0
59146.5663068246_DM_503.72_beam_0C_frbid.hdf5,1.0
59146.568483342_DM_177.14_beam_107C_frbid.hdf5,1.0
59146.5700993371_DM_178.67_beam_107C_frbid.hdf5,1.0
59146.5711882558_DM_177.75_beam_107C_frbid.hdf5,1.0
59146.571300512995_DM_179.29_beam_107C_frbid.hdf5,1.0
59146.5720610234_DM_177.14_beam_107C_frbid.hdf5,1.0
59146.58161738599_DM_137.84_beam_0C_frbid.hdf5,1.0
59146.581638897405_DM_138.46_beam_0C_frbid.hdf5,1.0
59146.581747681_DM_138.76_beam_0C_frbid.hdf5,1.0
59146.5817905621_DM_136.92_beam_0C_frbid.hdf5,1.0
59146.582433998396_DM_139.38_beam_0C_frbid.hdf5,1.0
59146.607837103_DM_201.70_beam_0C_frbid.hdf5,1.0
59146.62813919481_DM_124.33_beam_0C_frbid.hdf5,1.0
59146.629175224596_DM_125.56_beam_0C_frbid.hdf5,1.0
59146.630399838396_DM_119.73_beam_0C_frbid.hdf5,1.0
59146.6307450404_DM_125.26_beam_0C_frbid.hdf5,1.0
59146.631624117195_DM_124.33_beam_0C_frbid.hdf5,1.0
59146.6319695266_DM_124.95_beam_0C_frbid.hdf5,1.0
59146.6340754637_DM_283.98_beam_0C_frbid.hdf5,1.0
59146.6346516541_DM_283.67_beam_0C_frbid.hdf5,1.0
59146.634655421905_DM_283.98_beam_0C_frbid.hdf5,1.0
59146.6376732429_DM_97.01_beam_0C_frbid.hdf5,1.0
59146.6401527531_DM_145.21_beam_0C_frbid.hdf5,1.0
59146.64015880349_DM_144.90_beam_0C_frbid.hdf5,1.0
59146.6403036539_DM_145.82_beam_0C_frbid.hdf5,1.0
59146.6403519475_DM_144.60_beam_0C_frbid.hdf5,1.0
59146.640442489406_DM_144.90_beam_0C_frbid.hdf5,1.0
59146.640653731396_DM_145.21_beam_0C_frbid.hdf5,1.0
59146.649052104905_DM_105.30_beam_195C_frbid.hdf5,1.0
59146.6511875458_DM_241.92_beam_0C_frbid.hdf5,1.0
59146.651192244004_DM_242.53_beam_0C_frbid.hdf5,1.0
59146.6512718725_DM_241.92_beam_0C_frbid.hdf5,0.9999999
59146.6513327117_DM_241.30_beam_0C_frbid.hdf5,1.0
59146.6514123242_DM_242.22_beam_0C_frbid.hdf5,1.0
59146.6514357355_DM_241.92_beam_0C_frbid.hdf5,1.0
59146.6526833496_DM_61.40_beam_0C_frbid.hdf5,1.0
59146.653685065496_DM_236.08_beam_0C_frbid.hdf5,1.0
59146.6536980879_DM_237.31_beam_0C_frbid.hdf5,1.0
59146.6537600755_DM_237.00_beam_0C_frbid.hdf5,1.0
59146.6547734846_DM_94.86_beam_0C_frbid.hdf5,1.0
59146.654906406104_DM_94.56_beam_0C_frbid.hdf5,1.0
59146.6549717504_DM_94.86_beam_0C_frbid.hdf5,1.0
59146.6549830254_DM_94.56_beam_0C_frbid.hdf5,1.0
59146.6549897794_DM_94.56_beam_0C_frbid.hdf5,1.0
59146.6560460058_DM_90.56_beam_0C_frbid.hdf5,1.0
59146.6562227743_DM_90.56_beam_0C_frbid.hdf5,1.0
59146.656517325704_DM_90.26_beam_0I_frbid.hdf5,1.0
59146.657179937596_DM_92.41_beam_0C_frbid.hdf5,1.0
59146.65762174269_DM_89.95_beam_0C_frbid.hdf5,1.0
59146.6577983712_DM_92.10_beam_0C_frbid.hdf5,1.0
59146.6580341587_DM_90.56_beam_272C_frbid.hdf5,1.0
59146.658034162305_DM_90.87_beam_193C_frbid.hdf5,1.0
59146.6580341711_DM_90.56_beam_241C_frbid.hdf5,1.0
59146.658034174696_DM_90.56_beam_284C_frbid.hdf5,1.0
59146.6580341764_DM_90.56_beam_99C_frbid.hdf5,1.0
59146.6580341782_DM_89.95_beam_198C_frbid.hdf5,1.0
59146.6580341782_DM_90.26_beam_90C_frbid.hdf5,1.0
59146.660706630704_DM_155.34_beam_0C_frbid.hdf5,1.0
59146.6610962043_DM_153.81_beam_0C_frbid.hdf5,1.0
59146.666479436906_DM_176.83_beam_0C_frbid.hdf5,1.0
59146.6665800841_DM_176.83_beam_0C_frbid.hdf5,1.0
59146.6666069282_DM_177.14_beam_0C_frbid.hdf5,1.0
59146.6698355408_DM_98.24_beam_86C_frbid.hdf5,1.0
59146.6703743529_DM_99.16_beam_86C_frbid.hdf5,1.0
59146.6844602406_DM_177.45_beam_0C_frbid.hdf5,1.0
59146.68448173429_DM_176.83_beam_0C_frbid.hdf5,1.0
59146.684858085195_DM_176.83_beam_0C_frbid.hdf5,1.0
59146.6849652703_DM_177.14_beam_0C_frbid.hdf5,1.0
59146.685572627306_DM_176.83_beam_0C_frbid.hdf5,1.0
59146.6863782607_DM_176.83_beam_0C_frbid.hdf5,1.0
59146.6921322796_DM_59.25_beam_0C_frbid.hdf5,1.0
59146.6923384034_DM_59.56_beam_0C_frbid.hdf5,1.0
59146.6927857379_DM_58.64_beam_0C_frbid.hdf5,1.0
59146.7004116759_DM_35.00_beam_0C_frbid.hdf5,1.0
59146.7151709435_DM_59.87_beam_0C_frbid.hdf5,1.0
59146.71533633769_DM_59.25_beam_0C_frbid.hdf5,1.0
59146.7154619593_DM_59.87_beam_0C_frbid.hdf5,1.0
59149.0488475403_DM_43.90_beam_0C_frbid.hdf5,1.0
59149.0497231364_DM_44.52_beam_0C_frbid.hdf5,1.0
59149.051423904806_DM_44.52_beam_0C_frbid.hdf5,1.0
59149.0557952687_DM_38.38_beam_245C_frbid.hdf5,1.0
59149.0558206259_DM_41.45_beam_190C_frbid.hdf5,1.0
59149.0558206401_DM_41.75_beam_377C_frbid.hdf5,1.0
59149.0558206454_DM_40.52_beam_131C_frbid.hdf5,1.0
59149.05582064889_DM_40.22_beam_296C_frbid.hdf5,1.0
59149.0558206525_DM_39.91_beam_375C_frbid.hdf5,1.0
59149.055820655994_DM_39.91_beam_187C_frbid.hdf5,1.0
59149.055820657806_DM_39.91_beam_323C_frbid.hdf5,1.0
59149.055820659596_DM_39.91_beam_64C_frbid.hdf5,1.0
59149.0558460114_DM_40.83_beam_74C_frbid.hdf5,1.0
59149.0558460185_DM_40.83_beam_1C_frbid.hdf5,1.0
59149.055903247696_DM_40.52_beam_249C_frbid.hdf5,1.0
59149.055903258304_DM_39.91_beam_183C_frbid.hdf5,0.9999951
59149.0559032636_DM_39.91_beam_377C_frbid.hdf5,1.0
59149.0559032814_DM_38.68_beam_112C_frbid.hdf5,1.0
59149.0559032884_DM_38.68_beam_308C_frbid.hdf5,1.0
59149.0559349211_DM_41.75_beam_185C_frbid.hdf5,0.9999982
59149.055935008_DM_39.30_beam_336C_frbid.hdf5,1.0
59149.055935039905_DM_38.38_beam_362C_frbid.hdf5,1.0
59149.0559477167_DM_40.52_beam_92C_frbid.hdf5,1.0
59149.055947718494_DM_40.52_beam_89C_frbid.hdf5,1.0
59149.0559477309_DM_39.91_beam_379C_frbid.hdf5,1.0
59149.055947732595_DM_39.91_beam_14C_frbid.hdf5,1.0
59149.0559477415_DM_39.60_beam_230C_frbid.hdf5,1.0
59149.0559477468_DM_39.30_beam_146C_frbid.hdf5,1.0
59149.0559477557_DM_38.68_beam_83C_frbid.hdf5,1.0
59149.055954033_DM_39.91_beam_249C_frbid.hdf5,1.0
59149.0559540595_DM_39.60_beam_314C_frbid.hdf5,1.0
59149.0559921981_DM_41.75_beam_4C_frbid.hdf5,1.0
59149.0559922336_DM_40.52_beam_358C_frbid.hdf5,1.0
59149.055992240705_DM_40.22_beam_90C_frbid.hdf5,1.0
59149.0559922495_DM_40.22_beam_317C_frbid.hdf5,1.0
59149.0559922513_DM_39.91_beam_85C_frbid.hdf5,1.0
59149.0559922602_DM_39.60_beam_164C_frbid.hdf5,1.0
59149.05599226191_DM_39.60_beam_379C_frbid.hdf5,1.0
59149.05599226191_DM_39.91_beam_42C_frbid.hdf5,1.0
59149.055992263704_DM_39.60_beam_187C_frbid.hdf5,1.0
59149.055992290305_DM_38.38_beam_47C_frbid.hdf5,1.0
59149.056036619295_DM_40.83_beam_270C_frbid.hdf5,1.0
59149.056036637005_DM_40.52_beam_83C_frbid.hdf5,1.0
59149.0560366619_DM_39.91_beam_336C_frbid.hdf5,1.0
59149.056036668895_DM_39.60_beam_103C_frbid.hdf5,1.0
59149.05603669019_DM_38.07_beam_336C_frbid.hdf5,1.0
59149.0560620704_DM_40.22_beam_101C_frbid.hdf5,1.0
59149.05606207401_DM_40.52_beam_192C_frbid.hdf5,1.0
59149.0560620793_DM_39.91_beam_346C_frbid.hdf5,1.0
59149.056062082804_DM_40.22_beam_168C_frbid.hdf5,1.0
59149.0560620882_DM_39.60_beam_264C_frbid.hdf5,1.0
59149.056062089905_DM_39.60_beam_32C_frbid.hdf5,1.0
59149.0560620935_DM_39.91_beam_105C_frbid.hdf5,1.0
59149.056112894694_DM_41.14_beam_211C_frbid.hdf5,0.99991775
59149.0561510652_DM_38.38_beam_144C_frbid.hdf5,0.9999994
59149.056170040596_DM_39.91_beam_0I_frbid.hdf5,1.0
59149.0561827936_DM_40.22_beam_256C_frbid.hdf5,0.9999118
59149.0561827972_DM_40.52_beam_271C_frbid.hdf5,1.0
59149.056182813096_DM_39.60_beam_277C_frbid.hdf5,0.9999999
59149.0561953942_DM_39.30_beam_150C_frbid.hdf5,0.9999988
59149.0562207833_DM_41.14_beam_238C_frbid.hdf5,0.93985033
59149.056246255706_DM_40.83_beam_218C_frbid.hdf5,1.0
59149.0623794362_DM_80.43_beam_0C_frbid.hdf5,1.0
59149.0633726525_DM_71.84_beam_0C_frbid.hdf5,0.9999796
59149.0652239531_DM_70.61_beam_0C_frbid.hdf5,1.0
59149.0686945742_DM_83.81_beam_0C_frbid.hdf5,1.0
59149.0721757508_DM_138.76_beam_0C_frbid.hdf5,1.0
59149.072467666905_DM_138.46_beam_0C_frbid.hdf5,1.0
59149.072550256904_DM_138.46_beam_0C_frbid.hdf5,1.0
59149.0734540725_DM_89.95_beam_0C_frbid.hdf5,0.99997115
59149.07361446191_DM_86.57_beam_0C_frbid.hdf5,1.0
59149.073618481394_DM_86.57_beam_0C_frbid.hdf5,1.0
59149.0770766186_DM_149.20_beam_0C_frbid.hdf5,1.0
59149.0959791554_DM_27.32_beam_0I_frbid.hdf5,1.0
59149.09608378309_DM_28.55_beam_0I_frbid.hdf5,1.0
59149.1065889384_DM_33.46_beam_0I_frbid.hdf5,1.0
59149.1066855201_DM_34.08_beam_0C_frbid.hdf5,0.99999225
59149.106877269296_DM_34.38_beam_0C_frbid.hdf5,0.9922312
59149.1075519962_DM_34.69_beam_0C_frbid.hdf5,1.0
59149.1102390004_DM_147.05_beam_0C_frbid.hdf5,1.0
59149.1143311491_DM_194.64_beam_0C_frbid.hdf5,1.0
59149.1163036945_DM_103.46_beam_229C_frbid.hdf5,1.0
59149.1163447502_DM_103.77_beam_207C_frbid.hdf5,1.0
59149.1163476283_DM_103.46_beam_121C_frbid.hdf5,0.99999666
59149.1164509712_DM_103.77_beam_0I_frbid.hdf5,1.0
59149.116491477405_DM_103.77_beam_0C_frbid.hdf5,1.0
59149.11649732941_DM_104.69_beam_207C_frbid.hdf5,1.0
59149.116511987595_DM_104.38_beam_144C_frbid.hdf5,1.0
59149.1165120159_DM_103.46_beam_121C_frbid.hdf5,1.0
59149.118363439_DM_55.26_beam_0C_frbid.hdf5,1.0
59149.1184745956_DM_54.03_beam_0C_frbid.hdf5,1.0
59149.1187736841_DM_55.26_beam_0C_frbid.hdf5,1.0
59149.1189472129_DM_52.80_beam_0C_frbid.hdf5,1.0
59149.1189628759_DM_57.10_beam_0C_frbid.hdf5,1.0
59149.118962893604_DM_56.18_beam_0C_frbid.hdf5,1.0
59149.1197516712_DM_54.65_beam_0C_frbid.hdf5,1.0
59149.121207419295_DM_153.19_beam_0C_frbid.hdf5,1.0
59149.1212334127_DM_153.50_beam_0C_frbid.hdf5,1.0
59149.121259305095_DM_154.11_beam_0C_frbid.hdf5,1.0
59149.121397468894_DM_155.03_beam_0C_frbid.hdf5,1.0
59149.1217430945_DM_152.89_beam_0C_frbid.hdf5,1.0
59149.121846639406_DM_153.50_beam_0C_frbid.hdf5,1.0
59149.1218726665_DM_153.81_beam_0C_frbid.hdf5,1.0
59149.121915747804_DM_153.50_beam_0C_frbid.hdf5,1.0
59149.1221145222_DM_153.50_beam_0C_frbid.hdf5,1.0
59149.1242143513_DM_100.39_beam_342C_frbid.hdf5,1.0
59149.124230985595_DM_100.08_beam_0I_frbid.hdf5,1.0
59149.1253514998_DM_101.31_beam_284C_frbid.hdf5,1.0
59149.1293302346_DM_162.10_beam_0I_frbid.hdf5,1.0
59149.1294612243_DM_160.25_beam_0C_frbid.hdf5,1.0
59149.12997563981_DM_160.56_beam_0C_frbid.hdf5,1.0
59149.1300879005_DM_160.25_beam_0C_frbid.hdf5,1.0
59149.1302188619_DM_160.25_beam_0C_frbid.hdf5,1.0
59149.1312993114_DM_201.70_beam_0C_frbid.hdf5,1.0
59149.133533036795_DM_94.25_beam_0C_frbid.hdf5,1.0
59149.1336028683_DM_92.41_beam_0C_frbid.hdf5,1.0
59149.1336570829_DM_90.87_beam_0C_frbid.hdf5,1.0
59149.1352106831_DM_158.41_beam_0C_frbid.hdf5,1.0
59149.1357298216_DM_157.49_beam_0C_frbid.hdf5,1.0
59149.139157221296_DM_382.52_beam_0C_frbid.hdf5,1.0
59149.1392805301_DM_382.83_beam_0C_frbid.hdf5,1.0
59149.1393564688_DM_382.52_beam_0C_frbid.hdf5,1.0
59149.1395367942_DM_382.83_beam_0I_frbid.hdf5,1.0
59149.139536811905_DM_380.37_beam_139C_frbid.hdf5,0.9999999
59149.139612695595_DM_383.75_beam_0C_frbid.hdf5,1.0
59149.139773967596_DM_382.83_beam_0C_frbid.hdf5,1.0
59149.1447067678_DM_137.23_beam_0C_frbid.hdf5,1.0
59149.145013937596_DM_136.62_beam_0C_frbid.hdf5,1.0
59149.1468482782_DM_307.92_beam_0C_frbid.hdf5,1.0
59149.1482304759_DM_306.69_beam_0C_frbid.hdf5,1.0
59149.1483525903_DM_307.00_beam_0C_frbid.hdf5,1.0
59149.1485151897_DM_306.39_beam_0C_frbid.hdf5,1.0
59149.149888638494_DM_240.38_beam_0C_frbid.hdf5,1.0
59149.1499784555_DM_240.69_beam_0C_frbid.hdf5,1.0
59149.150016975196_DM_240.07_beam_0C_frbid.hdf5,1.0
59149.150076806_DM_240.69_beam_0C_frbid.hdf5,1.0
59149.1509003622_DM_116.66_beam_21C_frbid.hdf5,1.0
59149.150900365705_DM_116.97_beam_381C_frbid.hdf5,1.0
59149.1509003693_DM_116.66_beam_179C_frbid.hdf5,1.0
59149.150900372806_DM_116.35_beam_234C_frbid.hdf5,1.0
59149.150900372806_DM_116.35_beam_368C_frbid.hdf5,1.0
59149.150900372806_DM_116.35_beam_377C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_0I_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_104C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_126C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_166C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_177C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_290C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_352C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_356C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_358C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_367C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_54C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_90C_frbid.hdf5,1.0
59149.1509003746_DM_116.35_beam_92C_frbid.hdf5,1.0
59149.1509003763_DM_116.35_beam_109C_frbid.hdf5,1.0
59149.1509003763_DM_116.35_beam_272C_frbid.hdf5,1.0
59149.150900378096_DM_116.05_beam_300C_frbid.hdf5,1.0
59149.150900378096_DM_116.05_beam_33C_frbid.hdf5,1.0
59149.1509003799_DM_116.05_beam_238C_frbid.hdf5,1.0
59149.1509026714_DM_116.35_beam_314C_frbid.hdf5,1.0
59149.1509026714_DM_116.66_beam_57C_frbid.hdf5,1.0
59149.1509026732_DM_116.35_beam_149C_frbid.hdf5,1.0
59149.1509026732_DM_116.35_beam_360C_frbid.hdf5,1.0
59149.1509026732_DM_116.35_beam_365C_frbid.hdf5,1.0
59149.150902674905_DM_116.35_beam_258C_frbid.hdf5,1.0
59149.150902674905_DM_116.35_beam_36C_frbid.hdf5,1.0
59149.150902674905_DM_116.35_beam_376C_frbid.hdf5,1.0
59149.150902674905_DM_116.35_beam_94C_frbid.hdf5,1.0
59149.1509026767_DM_116.35_beam_38C_frbid.hdf5,1.0
59149.1509026803_DM_116.05_beam_249C_frbid.hdf5,1.0
59149.1509141591_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.150921061904_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.150923388894_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.1510060213_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.151047371204_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.1510657564_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.1511254702_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.1511254702_DM_116.35_beam_0I_frbid.hdf5,1.0
59149.151146145196_DM_116.66_beam_0C_frbid.hdf5,1.0
59149.1512426011_DM_116.66_beam_0C_frbid.hdf5,1.0
59149.1512426011_DM_116.66_beam_0I_frbid.hdf5,1.0
59149.1512633062_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.151373543_DM_116.35_beam_0C_frbid.hdf5,1.0
59149.152166584805_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.15227118941_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1522740179_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1524029005_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.15242299769_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1524272634_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1524315434_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.152577627305_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.152669331794_DM_128.63_beam_79C_frbid.hdf5,0.99999297
59149.1527036672_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1527767419_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.152793883_DM_128.94_beam_0I_frbid.hdf5,1.0
59149.152809677194_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1528268059_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1529070104_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1529141879_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1529156057_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1530244425_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1530315988_DM_128.33_beam_79C_frbid.hdf5,1.0
59149.153180564404_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.153203463495_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1532206471_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1532922704_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.153310894806_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1533653008_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1534440769_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.153540006395_DM_128.33_beam_79C_frbid.hdf5,1.0
59149.153558646794_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1535787174_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1538121692_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1538135958_DM_128.33_beam_79C_frbid.hdf5,1.0
59149.1538178492_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1539267267_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1539295676_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1539467371_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1539825274_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1541100454_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1543995247_DM_448.30_beam_0C_frbid.hdf5,1.0
59149.154469515706_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1544795484_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1545539612_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1545778687_DM_448.95_beam_0C_frbid.hdf5,1.0
59149.1545782852_DM_128.63_beam_79C_frbid.hdf5,0.9999949
59149.1546012587_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.154625568495_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1547215654_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1547773821_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1547974208_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1548303756_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.154838956696_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1549420816_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.15497219191_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1550110678_DM_450.91_beam_0C_frbid.hdf5,1.0
59149.155013736796_DM_128.33_beam_79C_frbid.hdf5,1.0
59149.1550738706_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.15510396849_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1551397022_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1551497685_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1551898193_DM_448.95_beam_0C_frbid.hdf5,1.0
59149.155227066505_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1552457317_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1553015307_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1553287611_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.155367420804_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.155410397594_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1554777001_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1556194704_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1556741404_DM_448.95_beam_0C_frbid.hdf5,1.0
59149.1557082631_DM_128.63_beam_0I_frbid.hdf5,1.0
59149.1557082631_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.155719718896_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1557684289_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1559546008_DM_128.94_beam_79C_frbid.hdf5,1.0
59149.1559703525_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1560505392_DM_128.63_beam_0I_frbid.hdf5,0.99999857
59149.1561073962_DM_450.25_beam_0C_frbid.hdf5,0.99999964
59149.1561106961_DM_128.63_beam_0I_frbid.hdf5,1.0
59149.1561379142_DM_128.63_beam_0I_frbid.hdf5,1.0
59149.1561583516_DM_449.60_beam_0C_frbid.hdf5,1.0
59149.1563283767_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.156332715196_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1563527255_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1565146196_DM_128.63_beam_79C_frbid.hdf5,1.0
59149.1565231476_DM_128.63_beam_0I_frbid.hdf5,0.9999995
59149.1566849779_DM_128.63_beam_0I_frbid.hdf5,1.0
59149.157787258395_DM_29.78_beam_0C_frbid.hdf5,1.0
59149.1578305312_DM_29.78_beam_0C_frbid.hdf5,1.0
59149.15783280139_DM_29.78_beam_0C_frbid.hdf5,1.0
59149.1629090288_DM_249.59_beam_0C_frbid.hdf5,1.0
59149.1629477381_DM_248.98_beam_0C_frbid.hdf5,1.0
59149.16297484269_DM_249.90_beam_0C_frbid.hdf5,1.0
59149.164229478396_DM_679.11_beam_0C_frbid.hdf5,1.0
59149.164688219_DM_677.15_beam_0C_frbid.hdf5,1.0
59149.1647188043_DM_678.45_beam_0C_frbid.hdf5,1.0
59149.170257877005_DM_203.54_beam_0C_frbid.hdf5,1.0
59149.1705803945_DM_202.01_beam_0C_frbid.hdf5,1.0
59149.170592723895_DM_203.85_beam_0C_frbid.hdf5,1.0
59149.1722513895_DM_440.47_beam_0C_frbid.hdf5,1.0
59149.178885055706_DM_577.39_beam_0C_frbid.hdf5,1.0
59149.179027150305_DM_559.14_beam_0C_frbid.hdf5,1.0
59149.1795388561_DM_566.31_beam_0C_frbid.hdf5,1.0
59149.1848037386_DM_111.44_beam_0C_frbid.hdf5,1.0
59149.1848131899_DM_111.75_beam_0C_frbid.hdf5,1.0
59149.1848195664_DM_111.75_beam_0C_frbid.hdf5,1.0
59149.18483217769_DM_112.06_beam_0C_frbid.hdf5,1.0
59149.1848479914_DM_111.75_beam_0C_frbid.hdf5,1.0
59149.1848607391_DM_111.75_beam_0I_frbid.hdf5,1.0
59149.184863803304_DM_111.75_beam_0C_frbid.hdf5,1.0
59149.1848891729_DM_112.06_beam_0C_frbid.hdf5,1.0
59149.184924029294_DM_111.75_beam_0C_frbid.hdf5,1.0
59149.1849302977_DM_112.06_beam_0C_frbid.hdf5,1.0
59149.18496507611_DM_112.06_beam_0C_frbid.hdf5,1.0
59149.184980902195_DM_112.06_beam_0C_frbid.hdf5,1.0
59149.1852562426_DM_111.75_beam_0I_frbid.hdf5,1.0
59149.1940670662_DM_145.82_beam_0C_frbid.hdf5,1.0
59149.194245255996_DM_145.21_beam_0C_frbid.hdf5,1.0
59149.1942504735_DM_146.13_beam_0C_frbid.hdf5,1.0
59149.194313354295_DM_146.13_beam_0C_frbid.hdf5,1.0
59149.1943395728_DM_146.13_beam_0C_frbid.hdf5,1.0
59149.197570897_DM_162.10_beam_0C_frbid.hdf5,1.0
59149.198889459_DM_162.10_beam_0C_frbid.hdf5,1.0
59149.2000505882_DM_97.93_beam_0I_frbid.hdf5,1.0
